,시도별,date,최대풍속(m/s),평균기온(℃),평균강수량(mm),평균상대습도(%),사고건수,사망자수,부상자수,시도별인구수,자동차수,교통사고사망률,사고율
768,전북,2020-01-01,10.66,2.58,2.466666666666667,75.6,573,20,854,1804000,948000,0.0349040139616055,31.76274944567628
769,전북,2020-02-01,7.49,3.34,1.9436666666666669,73.4,482,16,743,1804000,948000,0.0331950207468879,26.71840354767184
770,전북,2020-03-01,9.31,7.27,1.187,64.8,489,18,746,1804000,948000,0.0368098159509202,27.10643015521064
771,전북,2020-04-01,10.03,9.76,1.209,61.3,511,11,748,1804000,948000,0.0215264187866927,28.3259423503326
772,전북,2020-05-01,8.75,17.63,2.975,74.2,544,17,828,1804000,948000,0.03125,30.15521064301552
773,전북,2020-06-01,7.87,22.54,5.759,79.6,580,18,897,1804000,948000,0.0310344827586206,32.150776053215075
774,전북,2020-07-01,7.75,22.83,17.349333333333334,87.5,553,21,876,1804000,948000,0.0379746835443038,30.65410199556541
775,전북,2020-08-01,9.66,26.91,18.35033333333333,83.7,537,20,876,1804000,948000,0.037243947858473,29.76718403547672
776,전북,2020-09-01,11.46,20.27,6.727333333333333,82.2,579,20,856,1804000,948000,0.0345423143350604,32.09534368070953
777,전북,2020-10-01,6.95,13.7,0.2556666666666666,71.8,612,22,886,1804000,948000,0.0359477124183006,33.92461197339246
778,전북,2020-11-01,8.34,8.56,1.9083333333333332,70.9,556,21,835,1804000,948000,0.0377697841726618,30.82039911308204
779,전북,2020-12-01,7.87,0.64,0.61,69.5,435,16,633,1804000,948000,0.0367816091954023,24.11308203991131
780,제주,2016-01-01,10.0,6.15,3.341666666666667,66.0,269,3,438,641600,467200,0.0111524163568773,41.92643391521197
781,제주,2016-02-01,10.3,7.35,3.056666666666666,61.5,329,6,499,641600,467200,0.0182370820668693,51.27805486284289
782,제주,2016-03-01,9.25,10.95,3.9166666666666665,65.0,363,4,588,641600,467200,0.0110192837465564,56.577306733167084
783,제주,2016-04-01,12.05,15.7,5.8933333333333335,75.0,389,9,620,641600,467200,0.0231362467866323,60.62967581047381
784,제주,2016-05-01,10.3,18.9,5.493333333333334,72.5,339,3,509,641600,467200,0.0088495575221238,52.83665835411471
785,제주,2016-06-01,8.35,21.95,7.398333333333331,85.5,355,4,572,641600,467200,0.0112676056338028,55.33042394014962
786,제주,2016-07-01,9.9,26.6,5.03,86.0,437,3,669,641600,467200,0.0068649885583524,68.11097256857855
787,제주,2016-08-01,8.8,28.1,4.108333333333333,75.5,397,10,626,641600,467200,0.0251889168765743,61.87655860349128
788,제주,2016-09-01,7.95,23.8,6.11,81.5,335,5,543,641600,467200,0.0149253731343283,52.21321695760598
789,제주,2016-10-01,20.8,20.25,11.933333333333334,78.5,403,14,595,641600,467200,0.0347394540942928,62.81172069825436
790,제주,2016-11-01,9.7,14.15,1.9316666666666669,70.5,395,7,588,641600,467200,0.0177215189873417,61.5648379052369
791,제주,2016-12-01,9.5,9.95,2.135,67.5,423,12,638,641600,467200,0.0283687943262411,65.928927680798
792,제주,2017-01-01,12.4,6.1,1.8533333333333333,66.0,366,11,537,657100,500200,0.0300546448087431,55.69928473596104
793,제주,2017-02-01,9.15,3.35,1.965,65.5,332,11,505,657100,500200,0.0331325301204819,50.52503424136357
794,제주,2017-03-01,10.15,7.4,1.1700000000000002,61.0,322,3,457,657100,500200,0.0093167701863354,49.0031958605996
795,제주,2017-04-01,10.2,14.2,2.5116666666666663,65.5,380,4,556,657100,500200,0.0105263157894736,57.82985846903059
796,제주,2017-05-01,8.8,18.45,1.6133333333333333,68.0,324,5,455,657100,500200,0.015432098765432,49.3075635367524
797,제주,2017-06-01,7.8,21.9,2.695,74.0,364,8,571,657100,500200,0.0219780219780219,55.39491705980825
798,제주,2017-07-01,7.6,27.0,14.488333333333332,89.5,414,7,622,657100,500200,0.0169082125603864,63.00410896362806
799,제주,2017-08-01,6.85,26.25,12.125,84.5,389,7,595,657100,500200,0.0179948586118251,59.19951301171816
800,제주,2017-09-01,7.7,21.85,2.521666666666667,79.0,417,6,660,657100,500200,0.014388489208633,63.46066047785725
801,제주,2017-10-01,9.9,18.9,12.97,74.0,331,6,530,657100,500200,0.0181268882175226,50.37285040328717
802,제주,2017-11-01,8.15,8.8,0.5700000000000001,70.5,392,5,589,657100,500200,0.0127551020408163,59.65606452594734
803,제주,2017-12-01,8.05,2.65,1.09,69.0,347,7,525,657100,500200,0.0201729106628242,52.80779181250952
804,제주,2018-01-01,9.1,5.4,2.0283333333333333,68.0,331,11,548,667000,554000,0.0332326283987915,49.62518740629685
805,제주,2018-02-01,11.45,5.9,1.6183333333333332,62.0,269,7,455,667000,554000,0.0260223048327137,40.32983508245877
806,제주,2018-03-01,9.4,11.6,4.493333333333334,75.5,371,5,560,667000,554000,0.013477088948787,55.622188905547226
807,제주,2018-04-01,9.7,15.85,7.075,72.5,332,6,504,667000,554000,0.0180722891566265,49.77511244377811
808,제주,2018-05-01,8.05,18.9,7.581666666666666,80.0,351,2,533,667000,554000,0.0056980056980056,52.62368815592204
809,제주,2018-06-01,9.7,22.15,8.59,83.5,391,4,615,667000,554000,0.0102301790281329,58.62068965517242
810,제주,2018-07-01,8.6,27.0,1.1983333333333337,87.0,383,9,586,667000,554000,0.0234986945169712,57.42128935532234
811,제주,2018-08-01,13.4,28.3,8.935,85.0,377,6,627,667000,554000,0.0159151193633952,56.52173913043477
812,제주,2018-09-01,7.9,23.7,11.025,80.0,338,2,546,667000,554000,0.0059171597633136,50.67466266866566
813,제주,2018-10-01,11.8,17.85,9.286666666666669,66.5,355,10,532,667000,554000,0.028169014084507,53.223388305847074
814,제주,2018-11-01,7.3,14.2,1.403333333333333,68.0,402,13,606,667000,554000,0.0323383084577114,60.26986506746626
815,제주,2018-12-01,8.15,9.25,2.36,70.0,339,7,499,667000,554000,0.0206489675516224,50.82458770614693
816,제주,2019-01-01,9.25,7.1,0.765,65.0,345,7,548,671000,596000,0.0202898550724637,51.41579731743666
817,제주,2019-02-01,9.35,8.35,1.26,65.0,308,4,474,671000,596000,0.0129870129870129,45.90163934426229
818,제주,2019-03-01,11.4,11.2,2.005,63.0,377,9,549,671000,596000,0.0238726790450928,56.18479880774963
819,제주,2019-04-01,7.65,14.85,2.26,72.0,372,9,569,671000,596000,0.0241935483870967,55.43964232488823
820,제주,2019-05-01,9.9,19.95,6.991666666666666,61.0,395,4,621,671000,596000,0.010126582278481,58.867362146050674
821,제주,2019-06-01,9.1,21.6,5.581666666666666,84.0,327,6,484,671000,596000,0.018348623853211,48.73323397913562
822,제주,2019-07-01,9.95,24.7,16.03666666666667,91.0,375,2,545,671000,596000,0.0053333333333333,55.886736214605065
823,제주,2019-08-01,8.25,27.4,9.326666666666666,85.0,405,5,657,671000,596000,0.0123456790123456,60.357675111773474
824,제주,2019-09-01,14.9,24.05,16.758333333333333,87.0,352,6,583,671000,596000,0.0170454545454545,52.459016393442624
825,제주,2019-10-01,10.85,19.85,5.653333333333333,73.5,405,5,626,671000,596000,0.0123456790123456,60.357675111773474
826,제주,2019-11-01,8.8,15.1,0.98,70.0,381,7,583,671000,596000,0.0183727034120734,56.78092399403875
827,제주,2019-12-01,8.9,10.2,2.2183333333333333,68.5,370,2,579,671000,596000,0.0054054054054054,55.14157973174367
828,제주,2020-01-01,10.3,9.15,3.78,71.5,349,8,513,675000,615000,0.0229226361031518,51.703703703703695
829,제주,2020-02-01,10.25,9.4,2.0883333333333334,70.5,282,1,388,675000,615000,0.0035460992907801,41.77777777777778
830,제주,2020-03-01,8.4,11.9,3.563333333333333,68.0,305,5,432,675000,615000,0.0163934426229508,45.18518518518518
831,제주,2020-04-01,8.45,13.55,2.735,60.5,269,6,417,675000,615000,0.0223048327137546,39.851851851851855
832,제주,2020-05-01,9.35,18.75,4.41,82.0,325,6,484,675000,615000,0.0184615384615384,48.14814814814815
833,제주,2020-06-01,11.35,22.4,10.46,87.0,337,6,502,675000,615000,0.0178041543026706,49.92592592592593
834,제주,2020-07-01,9.7,23.8,8.445,89.0,370,4,585,675000,615000,0.0108108108108108,54.81481481481482
835,제주,2020-08-01,11.75,28.4,4.993333333333334,83.0,386,4,655,675000,615000,0.0103626943005181,57.18518518518518
836,제주,2020-09-01,18.65,22.5,13.756666666666666,79.0,352,9,506,675000,615000,0.0255681818181818,52.14814814814815
837,제주,2020-10-01,8.75,18.45,1.5483333333333331,64.5,401,5,663,675000,615000,0.0124688279301745,59.40740740740741
838,제주,2020-11-01,7.9,14.6,0.6649999999999999,69.0,363,12,569,675000,615000,0.0330578512396694,53.77777777777778
839,제주,2020-12-01,8.8,8.0,1.54,64.5,291,2,417,675000,615000,0.0068728522336769,43.11111111111112
840,충남,2016-01-01,7.52,-1.6,0.3693333333333333,73.6,592,32,870,2096700,1015200,0.054054054054054,28.234845232985165
841,충남,2016-02-01,7.78,0.88,1.7673333333333334,69.0,599,18,877,2096700,1015200,0.030050083472454,28.568703200267088
842,충남,2016-03-01,7.78,6.14,0.8866666666666667,65.8,699,27,997,2096700,1015200,0.03862660944206,33.33810273286593
843,충남,2016-04-01,11.0,13.12,4.311333333333334,69.0,832,37,1261,2096700,1015200,0.0444711538461538,39.6814041112224
844,충남,2016-05-01,8.84,18.12,3.996666666666667,68.8,823,36,1246,2096700,1015200,0.0437424058323207,39.2521581532885
845,충남,2016-06-01,6.0,22.16,1.5566666666666669,78.8,732,28,1062,2096700,1015200,0.0382513661202185,34.91200457862355
846,충남,2016-07-01,7.68,25.52,10.527333333333331,84.8,768,27,1199,2096700,1015200,0.03515625,36.628988410359135
847,충남,2016-08-01,7.44,26.48,1.7340000000000002,79.2,734,38,1098,2096700,1015200,0.0517711171662125,35.007392569275524
848,충남,2016-09-01,6.62,21.56,3.174,82.6,711,38,1058,2096700,1015200,0.0534458509142053,33.91043067677779
849,충남,2016-10-01,6.08,15.22,3.7,80.4,853,33,1259,2096700,1015200,0.0386869871043376,40.68297801306816
850,충남,2016-11-01,5.84,6.86,0.7126666666666667,73.8,842,37,1240,2096700,1015200,0.0439429928741092,40.158344064482286
851,충남,2016-12-01,7.94,2.02,1.7613333333333334,75.2,777,37,1131,2096700,1015200,0.0476190476190476,37.05823436829303
852,충남,2017-01-01,8.56667,-0.95,0.5488890000000001,71.5,678,30,1070,2116800,1057600,0.0442477876106194,32.02947845804989
853,충남,2017-02-01,8.41667,0.28333,1.122777666666667,65.83333,567,28,915,2116800,1057600,0.0493827160493827,26.78571428571429
854,충남,2017-03-01,8.96667,5.2,0.445,60.0,706,27,997,2116800,1057600,0.0382436260623229,33.35222978080121
855,충남,2017-04-01,10.35,12.63333,1.838889,63.33333,738,22,1192,2116800,1057600,0.029810298102981,34.86394557823129
856,충남,2017-05-01,9.36667,17.5,1.046111,66.16667,827,35,1236,2116800,1057600,0.0423216444981862,39.06840513983372
857,충남,2017-06-01,7.43333,21.11667,1.3522223333333334,70.0,822,28,1206,2116800,1057600,0.0340632603406326,38.832199546485256
858,충남,2017-07-01,7.6,25.7,13.199444333333334,88.83333,795,29,1266,2116800,1057600,0.0364779874213836,37.55668934240363
859,충남,2017-08-01,8.2,24.91667,9.391111,83.5,804,30,1211,2116800,1057600,0.0373134328358208,37.98185941043084
860,충남,2017-09-01,6.46667,20.0,2.658333333333333,77.66667,909,27,1405,2116800,1057600,0.0297029702970297,42.9421768707483
861,충남,2017-10-01,7.2,14.53333,1.3783333333333334,76.66667,823,38,1273,2116800,1057600,0.0461725394896719,38.87944066515495
862,충남,2017-11-01,8.1,5.91667,0.58,70.16667,820,25,1208,2116800,1057600,0.0304878048780487,38.73771730914588
863,충남,2017-12-01,7.58333,-0.58333,1.1105556666666667,69.5,752,32,1179,2116800,1057600,0.0425531914893617,35.52532123960695
864,충남,2018-01-01,6.56667,-3.21667,0.6455556666666666,69.33333,596,18,869,2126000,1094000,0.0302013422818791,28.03386641580433
865,충남,2018-02-01,7.85,-1.36667,1.168889,57.83333,632,21,947,2126000,1094000,0.0332278481012658,29.727187206020695
866,충남,2018-03-01,8.0,7.31667,2.7333333333333334,75.5,713,39,1048,2126000,1094000,0.0546984572230014,33.537158984007526
867,충남,2018-04-01,8.98333,12.25,4.622222333333334,70.0,773,30,1173,2126000,1094000,0.038809831824062,36.35936030103481
868,충남,2018-05-01,7.91667,17.58333,3.745,74.0,799,21,1290,2126000,1094000,0.0262828535669586,37.58231420507996
869,충남,2018-06-01,7.08333,21.91667,3.454444333333333,75.16667,725,18,1056,2126000,1094000,0.0248275862068965,34.10159924741298
870,충남,2018-07-01,5.51667,26.71667,7.033333333333333,80.0,745,26,1125,2126000,1094000,0.0348993288590604,35.04233301975541
871,충남,2018-08-01,6.95,27.48333,8.765555666666668,76.16667,756,30,1121,2126000,1094000,0.0396825396825396,35.55973659454374
872,충남,2018-09-01,6.18333,20.16667,3.82,75.16667,767,45,1162,2126000,1094000,0.0586701434159061,36.07714016933208
873,충남,2018-10-01,7.48333,12.06667,4.907777666666666,73.66667,831,40,1242,2126000,1094000,0.0481347773766546,39.087488240827845
874,충남,2018-11-01,8.33333,7.0,1.925,73.33333,742,35,1157,2126000,1094000,0.0471698113207547,34.901222953904046
875,충남,2018-12-01,6.15,0.06667,0.9672223333333334,63.0,728,31,1093,2126000,1094000,0.0425824175824175,34.24270931326434
876,충남,2019-01-01,6.0,-1.11667,0.06,62.33333,586,27,818,2124000,1118000,0.046075085324232,27.5894538606403
877,충남,2019-02-01,5.65,0.81667,0.9766666666666668,61.83333,582,15,935,2124000,1118000,0.0257731958762886,27.401129943502827
878,충남,2019-03-01,8.71667,6.15,1.0744443333333331,64.6,721,18,1110,2124000,1118000,0.0249653259361997,33.94538606403013
879,충남,2019-04-01,6.95,11.13333,2.0722223333333334,64.16667,759,21,1107,2124000,1118000,0.0276679841897233,35.73446327683616
880,충남,2019-05-01,7.56667,17.46667,0.9816666666666668,61.83333,864,19,1254,2124000,1118000,0.0219907407407407,40.67796610169491
881,충남,2019-06-01,5.6,20.93333,2.248889,75.16667,826,30,1265,2124000,1118000,0.036319612590799,38.888888888888886
882,충남,2019-07-01,6.65,24.65,6.3588890000000005,80.16667,804,26,1233,2124000,1118000,0.0323383084577114,37.85310734463277
883,충남,2019-08-01,7.03333,25.81667,3.898333333333333,79.0,833,23,1271,2124000,1118000,0.0276110444177671,39.218455743879474
884,충남,2019-09-01,11.81667,21.26667,5.402777666666666,80.16667,802,23,1262,2124000,1118000,0.0286783042394014,37.75894538606404
885,충남,2019-10-01,6.4,15.01667,2.7150000000000003,76.66667,916,42,1332,2124000,1118000,0.0458515283842794,43.12617702448211
886,충남,2019-11-01,6.98333,7.63333,3.649444333333333,73.0,947,33,1357,2124000,1118000,0.0348468848996832,44.58568738229755
887,충남,2019-12-01,6.11667,2.05,1.0027776666666666,73.16667,764,31,1143,2124000,1118000,0.0405759162303664,35.96986817325801
888,충남,2020-01-01,8.883333333,1.883333333,2.158333333333333,73.33333333,714,27,1071,2121000,1150000,0.0378151260504201,33.66336633663366
889,충남,2020-02-01,7.366666667,2.6,2.623333333333333,72.83333333,619,17,900,2121000,1150000,0.0274636510500807,29.184347006129183
890,충남,2020-03-01,9.033333333,6.933333333,0.743888889,62.16666667,586,26,875,2121000,1150000,0.0443686006825938,27.62847713342763
891,충남,2020-04-01,9.016666667,9.95,0.6633333333333333,58.5,651,19,1031,2121000,1150000,0.0291858678955453,30.69306930693069
892,충남,2020-05-01,8.05,17.36666667,3.1133333333333337,74.0,786,18,1192,2121000,1150000,0.0229007633587786,37.05799151343706
893,충남,2020-06-01,6.316666667,22.41666667,5.665,78.66666667,827,17,1229,2121000,1150000,0.0205562273276904,38.99104196133899
894,충남,2020-07-01,7.05,22.98333333,13.921666666666663,85.5,754,24,1116,2121000,1150000,0.0318302387267904,35.54926921263555
895,충남,2020-08-01,9.483333333,26.5,13.337777776666666,86.0,766,25,1174,2121000,1150000,0.0326370757180156,36.11504007543611
896,충남,2020-09-01,8.866666667,20.33333333,6.829444443333333,80.66666667,829,21,1203,2121000,1150000,0.0253317249698431,39.08533710513909
897,충남,2020-10-01,5.783333333,13.1,0.4205555556666667,72.5,921,28,1358,2121000,1150000,0.0304017372421281,43.42291371994342
898,충남,2020-11-01,7.666666667,7.85,1.5483333333333331,71.83333333,774,24,1152,2121000,1150000,0.0310077519379844,36.49222065063649
899,충남,2020-12-01,6.733333333,0.016666667,0.235,69.16666667,725,15,1080,2121000,1150000,0.0206896551724137,34.18198962753418
900,충북,2016-01-01,7.0,-3.275,0.1808333333333333,60.25,656,16,1027,1591600,760700,0.024390243902439,41.21638602663986
901,충북,2016-02-01,7.05,-0.25,1.7008333333333332,57.5,650,11,1088,1591600,760700,0.0169230769230769,40.839406886152304
902,충북,2016-03-01,6.475,6.0,0.7675,52.75,730,13,1141,1591600,760700,0.0178082191780821,45.86579542598643
903,충북,2016-04-01,7.5,13.675,4.130833333333333,55.75,838,26,1291,1591600,760700,0.0310262529832935,52.6514199547625
904,충북,2016-05-01,8.8,18.525,2.710833333333333,56.0,824,21,1278,1591600,760700,0.0254854368932038,51.77180196029153
905,충북,2016-06-01,5.65,22.775,1.4141666666666666,63.5,782,16,1262,1591600,760700,0.0204603580562659,49.13294797687861
906,충북,2016-07-01,5.45,25.225,13.408333333333331,76.0,808,26,1312,1591600,760700,0.0321782178217821,50.76652425232471
907,충북,2016-08-01,6.075,26.425,2.3316666666666666,67.25,819,16,1379,1591600,760700,0.0195360195360195,51.4576526765519
908,충북,2016-09-01,5.275,21.175,2.796666666666667,74.75,775,22,1259,1591600,760700,0.0283870967741935,48.69313897964312
909,충북,2016-10-01,5.325,14.5,3.595833333333333,75.0,907,28,1435,1591600,760700,0.0308710033076074,56.98668007036944
910,충북,2016-11-01,5.4,5.65,0.8741666666666668,68.25,872,21,1464,1591600,760700,0.0240825688073394,54.787635084192
911,충북,2016-12-01,6.15,0.7,1.5433333333333332,68.75,731,15,1208,1591600,760700,0.0205198358413132,45.92862528273435
912,충북,2017-01-01,7.9,-2.6,0.4666666666666667,61.75,630,13,1026,1595400,787200,0.0206349206349206,39.48852952237683
913,충북,2017-02-01,7.5,-0.6,1.0825,56.75,570,18,989,1595400,787200,0.031578947368421,35.72771718691237
914,충북,2017-03-01,8.325,4.975,0.6608333333333333,52.5,711,16,1120,1595400,787200,0.0225035161744022,44.565626175253854
915,충북,2017-04-01,8.525,13.175,2.315833333333333,51.0,711,14,1210,1595400,787200,0.0196905766526019,44.565626175253854
916,충북,2017-05-01,10.075,18.475,0.7258333333333333,53.0,840,26,1304,1595400,787200,0.0309523809523809,52.65137269650245
917,충북,2017-06-01,6.825,21.7,1.6975,58.5,779,20,1258,1595400,787200,0.0256739409499358,48.82788015544691
918,충북,2017-07-01,7.2,25.725,17.533333333333335,80.5,760,21,1293,1595400,787200,0.0276315789473684,47.636956249216496
919,충북,2017-08-01,7.125,24.45,8.301666666666668,76.75,843,17,1385,1595400,787200,0.0201660735468564,52.83941331327567
920,충북,2017-09-01,7.325,19.275,1.7641666666666669,72.25,907,24,1476,1595400,787200,0.0264608599779492,56.85094647110443
921,충북,2017-10-01,7.675,14.05,0.7899999999999999,70.0,839,21,1403,1595400,787200,0.0250297973778307,52.58869249091138
922,충북,2017-11-01,9.4,4.325,0.775,61.0,907,27,1448,1595400,787200,0.0297684674751929,56.85094647110443
923,충북,2017-12-01,9.4,-2.85,0.6975,58.5,776,13,1224,1595400,787200,0.0167525773195876,48.63983953867369
924,충북,2018-01-01,6.95,-4.475,0.5316666666666666,61.75,621,12,1040,1599000,815000,0.0193236714975845,38.83677298311444
925,충북,2018-02-01,7.25,-2.4,0.9891666666666666,51.25,692,30,1135,1599000,815000,0.0433526011560693,43.277048155096935
926,충북,2018-03-01,7.925,7.2,2.6,64.0,763,8,1214,1599000,815000,0.0104849279161205,47.71732332707943
927,충북,2018-04-01,7.825,12.7,4.108333333333333,58.25,821,18,1344,1599000,815000,0.0219244823386114,51.34459036898061
928,충북,2018-05-01,7.825,17.8,4.569999999999999,67.25,787,20,1303,1599000,815000,0.025412960609911,49.21826141338336
929,충북,2018-06-01,5.325,22.45,2.8400000000000003,64.0,818,20,1328,1599000,815000,0.0244498777506112,51.156973108192624
930,충북,2018-07-01,6.0,26.875,7.17,71.5,855,20,1385,1599000,815000,0.023391812865497,53.47091932457786
931,충북,2018-08-01,6.2,27.325,11.145833333333334,69.75,841,23,1327,1599000,815000,0.0273483947681331,52.59537210756723
932,충북,2018-09-01,5.85,19.6,5.909166666666667,73.25,820,20,1437,1599000,815000,0.024390243902439,51.282051282051285
933,충북,2018-10-01,7.575,11.2,3.515833333333333,73.75,881,17,1397,1599000,815000,0.0192962542565266,55.09693558474046
934,충북,2018-11-01,6.225,6.1,1.7366666666666668,71.5,934,18,1484,1599000,815000,0.019271948608137,58.411507191995
935,충북,2018-12-01,6.8,-1.525,1.1291666666666669,62.25,785,18,1293,1599000,815000,0.0229299363057324,49.09318323952471
936,충북,2019-01-01,6.4,-2.3,0.0508333333333333,56.5,681,15,1085,1600000,838000,0.0220264317180616,42.5625
937,충북,2019-02-01,5.95,0.55,1.0025,59.0,581,9,1015,1600000,838000,0.0154905335628227,36.3125
938,충북,2019-03-01,7.575,6.125,1.0558333333333334,58.25,771,11,1269,1600000,838000,0.0142671854734111,48.1875
939,충북,2019-04-01,6.975,11.45,2.3183333333333334,56.75,794,23,1245,1600000,838000,0.0289672544080604,49.62499999999999
940,충북,2019-05-01,6.7,18.4,0.8716666666666666,53.0,878,21,1427,1600000,838000,0.0239179954441913,54.875
941,충북,2019-06-01,6.075,21.6,2.55,67.75,802,24,1290,1600000,838000,0.0299251870324189,50.12499999999999
942,충북,2019-07-01,5.8,24.9,6.257499999999999,74.75,797,14,1308,1600000,838000,0.0175658720200752,49.8125
943,충북,2019-08-01,5.925,25.975,3.4575,75.25,851,17,1377,1600000,838000,0.0199764982373678,53.1875
944,충북,2019-09-01,9.225,21.225,5.5975,77.75,822,10,1312,1600000,838000,0.0121654501216545,51.375
945,충북,2019-10-01,7.325,14.45,2.5900000000000003,74.75,902,17,1471,1600000,838000,0.0188470066518847,56.375
946,충북,2019-11-01,6.825,6.625,2.9725,72.0,892,13,1463,1600000,838000,0.0145739910313901,55.75000000000001
947,충북,2019-12-01,6.025,0.325,0.7875,72.25,767,14,1277,1600000,838000,0.0182529335071707,47.9375
948,충북,2020-01-01,6.7,0.9,2.184166666666667,71.75,648,10,1026,1601000,866000,0.015432098765432,40.47470331043098
949,충북,2020-02-01,7.5,1.975,2.19,69.0,630,9,1006,1601000,866000,0.0142857142857142,39.35040599625234
950,충북,2020-03-01,7.825,6.975,0.6799999999999999,57.5,597,16,924,1601000,866000,0.0268006700167504,37.2891942535915
951,충북,2020-04-01,8.0,10.15,0.8866666666666667,51.5,697,14,1087,1601000,866000,0.0200860832137733,43.53529044347283
952,충북,2020-05-01,6.8,17.75,3.285,68.25,699,11,1132,1601000,866000,0.0157367668097281,43.66021236727046
953,충북,2020-06-01,6.0,23.175,4.2316666666666665,71.0,755,8,1222,1601000,866000,0.0105960264900662,47.158026233604
954,충북,2020-07-01,6.6,22.975,12.975833333333332,81.25,721,12,1096,1601000,866000,0.0166435506241331,45.034353529044346
955,충북,2020-08-01,5.825,26.0,18.041666666666668,85.0,721,20,1123,1601000,866000,0.0277392510402219,45.034353529044346
956,충북,2020-09-01,7.975,19.475,5.0275,79.25,759,23,1184,1601000,866000,0.0303030303030303,47.40787008119925
957,충북,2020-10-01,5.35,12.05,0.2658333333333333,72.0,802,18,1338,1601000,866000,0.0224438902743142,50.09369144284822
958,충북,2020-11-01,6.625,6.8,1.0116666666666667,68.5,768,15,1199,1601000,866000,0.01953125,47.970018738288566
959,충북,2020-12-01,5.575,-2.05,0.2675,65.75,601,15,901,1601000,866000,0.0249584026622296,37.53903810118676
