,시도별,date,최대풍속(m/s),평균기온(℃),평균강수량(mm),평균상대습도(%),사고건수,사망자수,부상자수,총인구수,시도별인구수,자동차수,교통사고사망률,사고율,year,month
220,경북,2019-05-01,8.20667,18.73333,1.23,54.8,1397,29,2113,51511000,2666000,1446000,0.020758768790264854,52.400600150037505,2019,5
221,경북,2019-06-01,7.32,20.90667,5.058000000000001,72.46667,1269,32,1898,51511000,2666000,1446000,0.0252167060677699,47.59939984996249,2019,6
222,경북,2019-07-01,7.49333,24.40667,5.030889,80.0,1199,24,1784,51511000,2666000,1446000,0.020016680567139282,44.973743435858964,2019,7
223,경북,2019-08-01,6.9,25.59333,4.728666666666667,79.2,1302,24,1961,51511000,2666000,1446000,0.018433179723502304,48.83720930232558,2019,8
224,경북,2019-09-01,10.26,21.17333,6.425333333333333,82.13333,1239,28,1840,51511000,2666000,1446000,0.022598870056497175,46.474118529632406,2019,9
225,경북,2019-10-01,8.66,15.16,7.7540000000000004,76.46667,1367,30,2065,51511000,2666000,1446000,0.021945866861741038,51.27531882970742,2019,10
226,경북,2019-11-01,8.94,8.28,1.7133333333333334,69.8,1462,29,2107,51511000,2666000,1446000,0.019835841313269494,54.83870967741936,2019,11
227,경북,2019-12-01,8.99333,2.36,0.8446666666666667,62.26667,1212,41,1814,51511000,2666000,1446000,0.03382838283828383,45.46136534133534,2019,12
228,경북,2020-01-01,10.15333,2.68667,2.970666666666667,66.4,1030,29,1527,51473000,2639000,1475000,0.02815533980582524,39.02993558165972,2020,1
229,경북,2020-02-01,9.486666667,3.406666667,2.328888889,63.93333333,858,23,1259,51473000,2639000,1475000,0.026806526806526808,32.512315270935964,2020,2
230,경북,2020-03-01,10.8,7.846666667,0.7466666666666666,59.6,801,17,1168,51473000,2639000,1475000,0.02122347066167291,30.35240621447518,2020,3
231,경북,2020-04-01,9.973333333,10.94666667,1.263111111,53.2,959,21,1381,51473000,2639000,1475000,0.021897810218978103,36.3395225464191,2020,4
232,경북,2020-05-01,7.98,17.55333333,2.612,70.06666667,1097,41,1636,51473000,2639000,1475000,0.037374658158614404,41.56877605153467,2020,5
233,경북,2020-06-01,7.44,22.61333333,4.946,72.6,1181,33,1736,51473000,2639000,1475000,0.0279424216765453,44.75179992421372,2020,6
234,경북,2020-07-01,7.526666667,21.77333333,13.898,87.8,1138,29,1704,51473000,2639000,1475000,0.025483304042179262,43.12239484653278,2020,7
235,경북,2020-08-01,6.906666667,26.24,9.259333333333332,84.73333333,1140,40,1787,51473000,2639000,1475000,0.03508771929824561,43.19818112921561,2020,8
236,경북,2020-09-01,12.51333333,19.52666667,5.965999999999999,81.13333333,1086,26,1566,51473000,2639000,1475000,0.02394106813996317,41.151951496779084,2020,9
237,경북,2020-10-01,7.866666667,13.42666667,0.30555555556666664,69.6,1226,41,1828,51473000,2639000,1475000,0.033442088091353996,46.45699128457749,2020,10
238,경북,2020-11-01,9.006666667,8.28,1.3,63.06666667,1150,26,1696,51473000,2639000,1475000,0.022608695652173914,43.577112542629784,2020,11
239,경북,2020-12-01,9.106666667,0.233333333,0.30888888890000005,54.46666667,1007,28,1435,51473000,2639000,1475000,0.027805362462760674,38.15839333080712,2020,12
240,광주,2016-01-01,6.0,0.9,1.6566666666666667,69.0,552,7,916,51453200,1469200,633400,0.012681159420289856,37.571467465287235,2016,1
241,광주,2016-02-01,10.2,3.3,1.5066666666666668,60.0,566,4,976,51453200,1469200,633400,0.007067137809187279,38.52436700245031,2016,2
242,광주,2016-03-01,7.5,8.4,1.84,60.0,615,6,1011,51453200,1469200,633400,0.00975609756097561,41.859515382521096,2016,3
243,광주,2016-04-01,12.4,15.5,6.166666666666667,66.0,660,6,1051,51453200,1469200,633400,0.00909090909090909,44.92240675197386,2016,4
244,광주,2016-05-01,8.0,19.8,3.4833333333333334,65.0,610,4,964,51453200,1469200,633400,0.006557377049180328,41.51919411924857,2016,5
245,광주,2016-06-01,6.5,23.0,3.8699999999999997,80.0,597,9,987,51453200,1469200,633400,0.01507537688442211,40.63435883474,2016,6
246,광주,2016-07-01,9.5,26.9,10.043333333333333,84.0,627,5,1016,51453200,1469200,633400,0.007974481658692184,42.67628641437517,2016,7
247,광주,2016-08-01,7.1,27.8,2.7,79.0,620,3,1034,51453200,1469200,633400,0.004838709677419355,42.19983664579363,2016,8
248,광주,2016-09-01,7.1,23.0,8.373333333333333,83.0,567,13,988,51453200,1469200,633400,0.02292768959435626,38.59243125510482,2016,9
249,광주,2016-10-01,9.2,17.2,7.223333333333333,79.0,651,9,1029,51453200,1469200,633400,0.013824884792626729,44.30982847808331,2016,10
250,광주,2016-11-01,5.7,9.6,1.05,69.0,656,8,1035,51453200,1469200,633400,0.012195121951219513,44.65014974135584,2016,11
251,광주,2016-12-01,8.0,4.7,1.4966666666666666,69.0,633,11,959,51453200,1469200,633400,0.017377567140600316,43.08467193030221,2016,12
252,광주,2017-01-01,5.4,2.0,0.38999999999999996,66.0,586,10,974,51499300,1463800,649300,0.017064846416382253,40.032791364940564,2017,1
253,광주,2017-02-01,7.8,2.9,1.3966666666666667,60.0,563,10,913,51499300,1463800,649300,0.017761989342806393,38.46153846153846,2017,2
254,광주,2017-03-01,7.3,7.4,1.1066666666666667,57.0,671,11,1086,51499300,1463800,649300,0.01639344262295082,45.83959557316573,2017,3
255,광주,2017-04-01,10.1,15.1,2.02,60.0,602,15,928,51499300,1463800,649300,0.024916943521594685,41.12583686295942,2017,4
256,광주,2017-05-01,6.4,19.8,1.0066666666666666,62.0,631,11,941,51499300,1463800,649300,0.017432646592709985,43.10698182811859,2017,5
257,광주,2017-06-01,5.6,23.1,1.4033333333333333,68.0,602,9,909,51499300,1463800,649300,0.014950166112956811,41.12583686295942,2017,6
258,광주,2017-07-01,7.8,27.8,7.053333333333333,89.0,587,6,940,51499300,1463800,649300,0.010221465076660987,40.10110670856674,2017,7
259,광주,2017-08-01,9.1,27.0,9.35,83.0,625,5,949,51499300,1463800,649300,0.008,42.69708976636152,2017,8
260,광주,2017-09-01,6.5,22.4,3.6266666666666665,76.0,703,12,1120,51499300,1463800,649300,0.017069701280227598,48.025686569203444,2017,9
261,광주,2017-10-01,7.5,17.0,2.8466666666666667,75.0,635,13,1062,51499300,1463800,649300,0.02047244094488189,43.38024320262331,2017,10
262,광주,2017-11-01,7.3,8.8,0.07,64.0,647,10,1016,51499300,1463800,649300,0.015455950540958269,44.20002732613745,2017,11
263,광주,2017-12-01,7.1,1.9,0.95,64.0,647,8,1038,51499300,1463800,649300,0.012364760432766615,44.20002732613745,2017,12
264,광주,2018-01-01,6.7,-0.2,1.2933333333333332,66.0,562,7,924,51512000,1459000,664000,0.012455516014234875,38.5195339273475,2018,1
265,광주,2018-02-01,8.3,1.8,0.7333333333333333,54.0,515,5,830,51512000,1459000,664000,0.009708737864077669,35.298149417409185,2018,2
266,광주,2018-03-01,7.9,10.0,3.86,72.0,607,5,973,51512000,1459000,664000,0.008237232289950576,41.603838245373545,2018,3
267,광주,2018-04-01,10.6,15.1,4.246666666666667,67.0,598,9,940,51512000,1459000,664000,0.015050167224080268,40.986977381768334,2018,4
268,광주,2018-05-01,6.7,19.5,2.8466666666666667,74.0,645,6,1010,51512000,1459000,664000,0.009302325581395349,44.20836189170665,2018,5
269,광주,2018-06-01,6.1,23.6,7.413333333333333,74.0,618,5,1059,51512000,1459000,664000,0.008090614886731391,42.357779300891025,2018,6
270,광주,2018-07-01,6.0,28.3,2.816666666666667,79.0,639,7,1093,51512000,1459000,664000,0.010954616588419406,43.79712131596985,2018,7
271,광주,2018-08-01,7.9,28.4,13.236666666666668,78.0,639,5,1064,51512000,1459000,664000,0.00782472613458529,43.79712131596985,2018,8
272,광주,2018-09-01,5.8,21.6,4.323333333333333,78.0,643,4,1009,51512000,1459000,664000,0.006220839813374806,44.07128169979438,2018,9
273,광주,2018-10-01,11.6,14.5,4.173333333333334,72.0,666,12,1053,51512000,1459000,664000,0.018018018018018018,45.647703906785466,2018,10
274,광주,2018-11-01,7.7,9.9,1.5733333333333335,70.0,672,7,1009,51512000,1459000,664000,0.010416666666666666,46.05894448252227,2018,11
275,광주,2018-12-01,6.5,3.2,1.0799999999999998,62.0,655,4,1013,51512000,1459000,664000,0.0061068702290076335,44.89376285126799,2018,12
276,광주,2019-01-01,5.4,1.8,0.5466666666666666,59.0,581,2,910,51511000,1456000,676000,0.0034423407917383822,39.90384615384615,2019,1
277,광주,2019-02-01,6.5,3.6,1.2333333333333334,58.0,511,4,858,51511000,1456000,676000,0.007827788649706457,35.09615384615385,2019,2
278,광주,2019-03-01,9.1,8.4,1.13,61.0,633,3,1005,51511000,1456000,676000,0.004739336492890996,43.47527472527472,2019,3
279,광주,2019-04-01,8.0,13.0,2.8233333333333333,67.0,692,1,1087,51511000,1456000,676000,0.001445086705202312,47.527472527472526,2019,4
280,광주,2019-05-01,7.2,19.2,2.6266666666666665,58.0,724,3,1209,51511000,1456000,676000,0.004143646408839779,49.72527472527472,2019,5
281,광주,2019-06-01,5.8,22.0,5.266666666666667,79.0,652,7,1024,51511000,1456000,676000,0.010736196319018405,44.78021978021978,2019,6
282,광주,2019-07-01,7.6,25.3,8.073333333333332,84.0,658,5,1077,51511000,1456000,676000,0.007598784194528876,45.19230769230769,2019,7
283,광주,2019-08-01,6.0,27.0,2.1599999999999997,80.0,690,8,1100,51511000,1456000,676000,0.011594202898550725,47.39010989010989,2019,8
284,광주,2019-09-01,12.5,22.9,5.526666666666667,82.0,743,3,1178,51511000,1456000,676000,0.004037685060565276,51.03021978021978,2019,9
285,광주,2019-10-01,7.4,17.1,4.996666666666667,73.0,726,4,1122,51511000,1456000,676000,0.005509641873278237,49.86263736263736,2019,10
286,광주,2019-11-01,7.7,10.8,0.76,66.0,797,6,1289,51511000,1456000,676000,0.0075282308657465494,54.739010989010985,2019,11
287,광주,2019-12-01,5.7,4.8,1.0533333333333335,62.0,762,3,1217,51511000,1456000,676000,0.003937007874015748,52.33516483516483,2019,12
288,광주,2020-01-01,10.0,4.6,2.496666666666667,68.0,673,5,1144,51473000,1450000,692000,0.007429420505200594,46.41379310344827,2020,1
289,광주,2020-02-01,5.5,5.3,1.5933333333333333,67.0,596,5,937,51473000,1450000,692000,0.008389261744966443,41.10344827586207,2020,2
290,광주,2020-03-01,7.9,9.0,1.45,58.0,595,6,964,51473000,1450000,692000,0.010084033613445379,41.03448275862069,2020,3
291,광주,2020-04-01,9.1,11.5,1.8433333333333333,52.0,620,7,989,51473000,1450000,692000,0.01129032258064516,42.758620689655174,2020,4
292,광주,2020-05-01,7.9,18.8,3.2266666666666666,73.0,673,7,1083,51473000,1450000,692000,0.010401188707280832,46.41379310344827,2020,5
293,광주,2020-06-01,6.9,23.6,6.663333333333333,79.0,723,1,1162,51473000,1450000,692000,0.0013831258644536654,49.862068965517246,2020,6
294,광주,2020-07-01,8.3,23.4,17.776666666666664,91.0,577,3,930,51473000,1450000,692000,0.005199306759098787,39.793103448275865,2020,7
295,광주,2020-08-01,8.4,27.6,24.603333333333335,89.0,642,6,1019,51473000,1450000,692000,0.009345794392523364,44.275862068965516,2020,8
296,광주,2020-09-01,7.0,21.3,5.943333333333333,85.0,633,4,942,51473000,1450000,692000,0.00631911532385466,43.6551724137931,2020,9
297,광주,2020-10-01,5.3,15.7,0.4033333333333333,64.0,705,8,1117,51473000,1450000,692000,0.011347517730496455,48.62068965517241,2020,10
298,광주,2020-11-01,8.8,10.5,0.9433333333333334,63.0,651,8,1033,51473000,1450000,692000,0.01228878648233487,44.89655172413793,2020,11
299,광주,2020-12-01,5.3,2.7,0.6233333333333333,61.0,630,3,973,51473000,1450000,692000,0.004761904761904762,43.44827586206896,2020,12
300,대구,2016-01-01,10.8,-0.2,0.7933333333333333,58.0,1074,16,1519,51453200,2484600,1130800,0.0148975791433892,43.22627384689689,2016,1
301,대구,2016-02-01,8.9,3.1,0.5166666666666667,52.0,882,8,1330,51453200,2484600,1130800,0.009070294784580499,35.49867181840135,2016,2
302,대구,2016-03-01,7.5,8.8,2.25,55.0,1147,18,1618,51453200,2484600,1130800,0.015693112467306015,46.16437253481446,2016,3
303,대구,2016-04-01,12.1,14.9,5.033333333333333,61.0,1134,9,1573,51453200,2484600,1130800,0.007936507936507936,45.641149480801744,2016,4
304,대구,2016-05-01,11.6,20.0,2.1666666666666665,59.0,1193,13,1719,51453200,2484600,1130800,0.010896898575020955,48.015777187474846,2016,5
305,대구,2016-06-01,7.6,23.4,1.5233333333333334,67.0,1051,12,1517,51453200,2484600,1130800,0.011417697431018078,42.30057152056669,2016,6
306,대구,2016-07-01,7.7,26.4,10.243333333333334,73.0,1092,11,1573,51453200,2484600,1130800,0.010073260073260074,43.950736537068344,2016,7
307,대구,2016-08-01,10.3,27.6,2.7066666666666666,65.0,1030,8,1521,51453200,2484600,1130800,0.007766990291262136,41.455365048699996,2016,8
308,대구,2016-09-01,6.4,21.9,10.216666666666667,79.0,1095,20,1568,51453200,2484600,1130800,0.0182648401826484,44.071480318763584,2016,9
309,대구,2016-10-01,7.7,16.6,3.716666666666667,75.0,1147,15,1603,51453200,2484600,1130800,0.013077593722755012,46.16437253481446,2016,10
310,대구,2016-11-01,7.6,8.8,0.3766666666666667,62.0,1108,14,1606,51453200,2484600,1130800,0.01263537906137184,44.5947033727763,2016,11
311,대구,2016-12-01,8.8,4.0,1.3666666666666667,58.0,1145,20,1632,51453200,2484600,1130800,0.017467248908296942,46.08387668035096,2016,12
312,대구,2017-01-01,9.9,1.1,0.08333333333333333,51.0,933,10,1350,51499300,2475200,1157100,0.010718113612004287,37.69392372333549,2017,1
313,대구,2017-02-01,9.4,3.2,0.8566666666666667,46.0,982,6,1406,51499300,2475200,1157100,0.006109979633401222,39.67356173238526,2017,2
314,대구,2017-03-01,9.3,7.9,1.28,50.0,1049,6,1491,51499300,2475200,1157100,0.005719733079122974,42.38041370394311,2017,3
315,대구,2017-04-01,7.8,15.7,1.7666666666666666,52.0,1032,9,1456,51499300,2475200,1157100,0.00872093023255814,41.69360051712993,2017,4
316,대구,2017-05-01,9.4,20.8,1.1033333333333333,52.0,1083,16,1482,51499300,2475200,1157100,0.014773776546629732,43.75404007756949,2017,5
317,대구,2017-06-01,7.7,23.3,2.3833333333333333,60.0,1117,14,1571,51499300,2475200,1157100,0.012533572068039392,45.127666451195864,2017,6
318,대구,2017-07-01,8.2,28.0,3.51,74.0,1076,13,1545,51499300,2475200,1157100,0.012081784386617101,43.47123464770524,2017,7
319,대구,2017-08-01,7.4,26.4,5.71,75.0,1080,11,1608,51499300,2475200,1157100,0.010185185185185186,43.63283775048481,2017,8
320,대구,2017-09-01,7.5,21.5,3.25,68.0,1174,18,1654,51499300,2475200,1157100,0.015332197614991482,47.43051066580478,2017,9
321,대구,2017-10-01,8.2,16.2,1.8099999999999998,71.0,1163,17,1684,51499300,2475200,1157100,0.014617368873602751,46.986102133160955,2017,10
322,대구,2017-11-01,9.1,7.8,0.0033333333333333335,53.0,1146,11,1667,51499300,2475200,1157100,0.009598603839441536,46.29928894634777,2017,11
323,대구,2017-12-01,8.8,0.7,0.36666666666666664,46.0,1135,17,1639,51499300,2475200,1157100,0.014977973568281937,45.854880413703945,2017,12
324,대구,2018-01-01,9.1,-0.9,0.7033333333333334,49.0,1044,11,1482,51512000,2462000,1178000,0.01053639846743295,42.40454914703493,2018,1
325,대구,2018-02-01,9.6,1.3,0.8366666666666667,40.0,908,13,1292,51512000,2462000,1178000,0.014317180616740088,36.88058489033307,2018,2
326,대구,2018-03-01,10.5,9.2,3.29,60.0,1030,13,1490,51512000,2462000,1178000,0.01262135922330097,41.835905767668564,2018,3
327,대구,2018-04-01,8.8,15.0,3.7666666666666666,52.0,1105,9,1660,51512000,2462000,1178000,0.008144796380090498,44.88220958570268,2018,4
328,대구,2018-05-01,9.5,19.2,3.3233333333333333,62.0,1165,13,1708,51512000,2462000,1178000,0.011158798283261802,47.319252640129974,2018,5
329,대구,2018-06-01,7.7,23.6,4.036666666666666,60.0,1116,6,1596,51512000,2462000,1178000,0.005376344086021506,45.32900081234769,2018,6
330,대구,2018-07-01,7.0,28.2,5.653333333333333,66.0,1152,10,1717,51512000,2462000,1178000,0.008680555555555556,46.79122664500406,2018,7
331,대구,2018-08-01,8.0,27.7,11.139999999999999,68.0,1130,11,1682,51512000,2462000,1178000,0.009734513274336283,45.89764419171405,2018,8
332,대구,2018-09-01,7.1,21.0,3.6333333333333333,71.0,1122,8,1690,51512000,2462000,1178000,0.0071301247771836,45.57270511779041,2018,9
333,대구,2018-10-01,9.0,14.3,5.503333333333333,63.0,1131,9,1666,51512000,2462000,1178000,0.007957559681697613,45.938261575954506,2018,10
334,대구,2018-11-01,7.7,8.8,0.5733333333333334,63.0,1198,4,1761,51512000,2462000,1178000,0.00333889816360601,48.65962632006499,2018,11
335,대구,2018-12-01,8.8,2.0,0.7933333333333333,50.0,1098,13,1588,51512000,2462000,1178000,0.011839708561020037,44.5978878960195,2018,12
336,대구,2019-01-01,8.6,1.7,0.31666666666666665,44.0,1035,10,1455,51511000,2438000,1190000,0.00966183574879227,42.45283018867924,2019,1
337,대구,2019-02-01,7.7,4.0,0.8733333333333333,47.0,961,9,1453,51511000,2438000,1190000,0.009365244536940686,39.41755537325677,2019,2
338,대구,2019-03-01,8.5,9.4,0.69,50.0,1200,10,1764,51511000,2438000,1190000,0.008333333333333333,49.22067268252667,2019,3
339,대구,2019-04-01,7.9,13.5,2.933333333333333,52.0,1249,10,1845,51511000,2438000,1190000,0.008006405124099279,51.23051681706316,2019,4
340,대구,2019-05-01,7.9,20.7,0.8566666666666667,47.0,1282,8,1891,51511000,2438000,1190000,0.0062402496099844,52.58408531583265,2019,5
341,대구,2019-06-01,7.4,22.8,5.36,65.0,1226,11,1848,51511000,2438000,1190000,0.00897226753670473,50.287120590648065,2019,6
342,대구,2019-07-01,7.3,25.8,4.6466666666666665,76.0,1168,9,1739,51511000,2438000,1190000,0.007705479452054794,47.908121410992614,2019,7
343,대구,2019-08-01,7.2,27.4,4.73,74.0,1196,6,1813,51511000,2438000,1190000,0.005016722408026756,49.056603773584904,2019,8
344,대구,2019-09-01,7.8,22.6,6.183333333333334,79.0,1217,11,1827,51511000,2438000,1190000,0.009038619556285949,49.91796554552913,2019,9
345,대구,2019-10-01,7.3,16.8,5.173333333333333,71.0,1372,5,2019,51511000,2438000,1190000,0.0036443148688046646,56.27563576702215,2019,10
346,대구,2019-11-01,8.4,9.8,0.51,66.0,1372,14,2113,51511000,2438000,1190000,0.01020408163265306,56.27563576702215,2019,11
347,대구,2019-12-01,9.1,3.5,0.9166666666666666,57.0,1258,9,1831,51511000,2438000,1190000,0.007154213036565978,51.59967186218211,2019,12
348,대구,2020-01-01,8.6,3.8,2.3466666666666667,61.0,1102,6,1614,51473000,2418000,1219000,0.0054446460980036296,45.5748552522746,2020,1
349,대구,2020-02-01,9.2,4.9,1.34,59.0,917,8,1303,51473000,2418000,1219000,0.008724100327153763,37.92390405293631,2020,2
350,대구,2020-03-01,10.6,9.5,0.8166666666666667,61.0,778,4,1229,51473000,2418000,1219000,0.005141388174807198,32.17535153019024,2020,3
351,대구,2020-04-01,9.9,12.6,1.0799999999999998,53.0,975,11,1460,51473000,2418000,1219000,0.011282051282051283,40.32258064516129,2020,4
352,대구,2020-05-01,8.6,19.4,1.27,64.0,1129,9,1640,51473000,2418000,1219000,0.007971656333038087,46.691480562448305,2020,5
353,대구,2020-06-01,7.5,24.5,6.176666666666667,63.0,1151,12,1710,51473000,2418000,1219000,0.010425716768027803,47.60132340777502,2020,6
354,대구,2020-07-01,8.5,23.2,11.016666666666667,79.0,1170,8,1714,51473000,2418000,1219000,0.006837606837606838,48.38709677419355,2020,7
355,대구,2020-08-01,6.9,28.6,10.756666666666666,71.0,1136,17,1686,51473000,2418000,1219000,0.014964788732394365,46.98097601323408,2020,8
356,대구,2020-09-01,11.3,21.2,5.366666666666666,73.0,1215,18,1733,51473000,2418000,1219000,0.014814814814814815,50.24813895781638,2020,9
357,대구,2020-10-01,8.2,15.4,0.43666666666666665,64.0,1238,9,1809,51473000,2418000,1219000,0.007269789983844911,51.199338296112494,2020,10
358,대구,2020-11-01,9.0,9.7,0.7966666666666666,59.0,1117,4,1668,51473000,2418000,1219000,0.0035810205908683975,46.195202646815545,2020,11
359,대구,2020-12-01,9.7,1.6,0.09333333333333332,54.0,1012,6,1408,51473000,2418000,1219000,0.005928853754940711,41.852770885028946,2020,12
360,대전,2016-01-01,6.0,-1.3,0.38666666666666666,69.0,584,7,904,51453200,1514400,648100,0.011986301369863013,38.56312731114633,2016,1
361,대전,2016-02-01,6.0,1.5,1.5266666666666666,62.0,535,7,806,51453200,1514400,648100,0.013084112149532711,35.32752245113576,2016,2
362,대전,2016-03-01,7.9,7.5,1.3433333333333333,58.0,598,7,913,51453200,1514400,648100,0.011705685618729096,39.48758584257792,2016,3
363,대전,2016-04-01,7.7,14.8,5.163333333333333,63.0,648,5,1009,51453200,1514400,648100,0.007716049382716049,42.789223454833596,2016,4
364,대전,2016-05-01,7.0,19.8,2.8366666666666664,62.0,638,5,974,51453200,1514400,648100,0.007836990595611285,42.12889593238246,2016,5
365,대전,2016-06-01,5.9,23.7,2.0833333333333335,72.0,623,9,872,51453200,1514400,648100,0.014446227929373997,41.13840464870576,2016,6
366,대전,2016-07-01,6.6,26.6,12.263333333333332,81.0,615,9,930,51453200,1514400,648100,0.014634146341463415,40.61014263074485,2016,7
367,대전,2016-08-01,6.4,27.9,1.9133333333333333,72.0,631,7,878,51453200,1514400,648100,0.011093502377179081,41.66666666666667,2016,8
368,대전,2016-09-01,6.6,22.4,6.533333333333333,79.0,619,11,922,51453200,1514400,648100,0.017770597738287562,40.8742736397253,2016,9
369,대전,2016-10-01,6.7,15.7,4.086666666666667,79.0,684,5,1058,51453200,1514400,648100,0.007309941520467836,45.16640253565769,2016,10
370,대전,2016-11-01,6.4,7.2,0.9833333333333333,72.0,699,18,1078,51453200,1514400,648100,0.02575107296137339,46.15689381933439,2016,11
371,대전,2016-12-01,6.6,2.5,1.8266666666666667,71.0,661,9,971,51453200,1514400,648100,0.01361573373676248,43.64764923402007,2016,12
372,대전,2017-01-01,7.9,-0.4,0.5,67.0,628,5,951,51499300,1502200,659600,0.007961783439490446,41.805352150179736,2017,1
373,대전,2017-02-01,6.9,1.2,1.4,61.0,546,6,866,51499300,1502200,659600,0.01098901098901099,36.34669151910531,2017,2
374,대전,2017-03-01,8.2,6.8,0.38666666666666666,54.0,586,7,895,51499300,1502200,659600,0.011945392491467578,39.009452802556254,2017,3
375,대전,2017-04-01,7.9,14.5,2.5900000000000003,57.0,597,2,935,51499300,1502200,659600,0.0033500837520938024,39.74171215550526,2017,4
376,대전,2017-05-01,7.9,19.6,0.9766666666666667,60.0,686,11,1002,51499300,1502200,659600,0.016034985422740525,45.666356011183595,2017,5
377,대전,2017-06-01,6.1,23.3,1.1766666666666665,62.0,641,8,954,51499300,1502200,659600,0.0124804992199688,42.67074956730129,2017,6
378,대전,2017-07-01,9.9,27.1,14.483333333333333,86.0,658,4,1028,51499300,1502200,659600,0.0060790273556231,43.80242311276794,2017,7
379,대전,2017-08-01,6.4,26.0,9.793333333333333,83.0,702,8,1051,51499300,1502200,659600,0.011396011396011397,46.73146052456397,2017,8
380,대전,2017-09-01,6.9,21.1,3.7133333333333334,77.0,665,7,995,51499300,1502200,659600,0.010526315789473684,44.26840633737185,2017,9
381,대전,2017-10-01,7.4,15.4,0.9433333333333334,76.0,673,12,1018,51499300,1502200,659600,0.017830609212481426,44.800958594062045,2017,10
382,대전,2017-11-01,7.2,6.4,0.5033333333333333,68.0,700,5,1016,51499300,1502200,659600,0.007142857142857143,46.59832246039142,2017,11
383,대전,2017-12-01,5.6,-0.4,1.1166666666666667,66.0,685,11,1087,51499300,1502200,659600,0.016058394160583942,45.599786979097324,2017,12
384,대전,2018-01-01,5.7,-2.5,0.7966666666666666,66.0,547,11,805,51512000,1490000,670000,0.02010968921389397,36.71140939597315,2018,1
385,대전,2018-02-01,7.3,-0.4,1.35,53.0,567,7,882,51512000,1490000,670000,0.012345679012345678,38.053691275167786,2018,2
386,대전,2018-03-01,8.8,8.7,3.6133333333333337,70.0,599,9,901,51512000,1490000,670000,0.015025041736227046,40.2013422818792,2018,3
387,대전,2018-04-01,9.0,13.9,5.176666666666667,64.0,622,8,877,51512000,1490000,670000,0.012861736334405145,41.74496644295302,2018,4
388,대전,2018-05-01,6.8,19.2,3.1966666666666668,70.0,630,11,940,51512000,1490000,670000,0.01746031746031746,42.28187919463087,2018,5
389,대전,2018-06-01,6.5,23.6,3.86,68.0,645,5,1036,51512000,1490000,670000,0.007751937984496124,43.288590604026844,2018,6
390,대전,2018-07-01,6.3,27.9,7.5633333333333335,76.0,617,4,942,51512000,1490000,670000,0.006482982171799027,41.40939597315436,2018,7
391,대전,2018-08-01,8.1,29.0,13.620000000000001,72.0,673,6,1022,51512000,1490000,670000,0.008915304606240713,45.16778523489933,2018,8
392,대전,2018-09-01,6.2,21.2,4.98,76.0,623,9,942,51512000,1490000,670000,0.014446227929373997,41.81208053691275,2018,9
393,대전,2018-10-01,7.1,13.0,4.463333333333334,76.0,684,11,1028,51512000,1490000,670000,0.01608187134502924,45.90604026845638,2018,10
394,대전,2018-11-01,5.2,8.0,1.66,72.0,709,6,1068,51512000,1490000,670000,0.00846262341325811,47.58389261744966,2018,11
395,대전,2018-12-01,5.6,0.6,1.1233333333333335,64.0,638,6,989,51512000,1490000,670000,0.009404388714733543,42.81879194630872,2018,12
396,대전,2019-01-01,5.6,0.0,0.056666666666666664,60.0,604,6,917,51511000,1475000,674000,0.009933774834437087,40.949152542372886,2019,1
397,대전,2019-02-01,5.9,2.0,1.5433333333333332,60.0,590,6,887,51511000,1475000,674000,0.010169491525423728,40.0,2019,2
398,대전,2019-03-01,6.6,7.7,1.1233333333333335,60.0,670,4,1006,51511000,1475000,674000,0.005970149253731343,45.42372881355932,2019,3
399,대전,2019-04-01,7.8,12.9,3.0533333333333332,61.0,697,5,1029,51511000,1475000,674000,0.007173601147776184,47.25423728813559,2019,4
400,대전,2019-05-01,6.3,19.7,1.1866666666666668,56.0,816,10,1216,51511000,1475000,674000,0.012254901960784314,55.32203389830508,2019,5
401,대전,2019-06-01,5.6,22.6,2.5966666666666667,72.0,684,3,1037,51511000,1475000,674000,0.0043859649122807015,46.3728813559322,2019,6
402,대전,2019-07-01,7.0,25.8,6.633333333333334,79.0,706,10,1054,51511000,1475000,674000,0.014164305949008499,47.86440677966102,2019,7
403,대전,2019-08-01,8.2,27.2,3.4766666666666666,78.0,731,7,1138,51511000,1475000,674000,0.009575923392612859,49.559322033898304,2019,8
404,대전,2019-09-01,10.9,22.5,5.566666666666666,81.0,658,7,1028,51511000,1475000,674000,0.010638297872340425,44.610169491525426,2019,9
405,대전,2019-10-01,5.2,16.2,3.5366666666666666,76.0,777,5,1206,51511000,1475000,674000,0.006435006435006435,52.67796610169492,2019,10
406,대전,2019-11-01,6.1,8.7,3.1333333333333333,71.0,718,9,1096,51511000,1475000,674000,0.012534818941504178,48.67796610169491,2019,11
407,대전,2019-12-01,5.8,2.6,0.9,70.0,686,5,1035,51511000,1475000,674000,0.007288629737609329,46.50847457627119,2019,12
408,대전,2020-01-01,7.5,2.7,2.6166666666666667,69.0,566,8,866,51473000,1464000,686000,0.014134275618374558,38.66120218579235,2020,1
409,대전,2020-02-01,5.9,3.6,3.04,68.0,600,5,876,51473000,1464000,686000,0.008333333333333333,40.98360655737705,2020,2
410,대전,2020-03-01,7.0,8.5,0.8133333333333332,56.0,535,6,782,51473000,1464000,686000,0.011214953271028037,36.54371584699454,2020,3
